﻿機關名稱,視障按摩據點名稱,聯絡電話,地址,網址,最後更新日期
臺中市政府勞工局,健康專業視障按摩,04-24833291,臺中市大里區青松街168號,https://spot.line.me/detail/758069826991166809,20260306
臺中市政府勞工局,國手之手運動按摩工作室,0908-577876,臺中市北區國泰街103號,https://spot.line.me/detail/761273824887970950,20260306
臺中市政府勞工局,康立德視障按摩,04-26580557,臺中市梧棲區文昌路237號,https://spot.line.me/detail/758069828664694133,20260306
臺中市政府勞工局,康盛視障按摩養生館,04-24717999,臺中市南屯區向上南路1段270號,https://spot.line.me/detail/758069826517210446,20260306
臺中市政府勞工局,康鈺按摩之家,04-23591127,臺中市西屯區工業區一路72巷30號,https://spot.line.me/detail/758069829386114437,20260306
臺中市政府勞工局,康福經穴按摩中心,04-25250808,臺中市神岡區五權路112號,https://spot.line.me/detail/758069827339294053,20260306
臺中市政府勞工局,康樂舒經絡視障按摩館,04-22250398,臺中市中區光復路30之3號1樓,https://spot.line.me/detail/1180915255392345219,20260306
臺中市政府勞工局,彬彬視障按摩,04-23120816,臺中市西屯區漢成街165號,https://spot.line.me/detail/758069826550764879,20260306
臺中市政府勞工局,清心視障按摩,04-25357297,臺中市潭子區中山路2段283巷33號,https://spot.line.me/detail/758069829948151185,20260306
臺中市政府勞工局,清境視障專業手技按摩-松義店,04-22472659,臺中市北屯區松義街128號,https://spot.line.me/detail/758069826781451602,20260306
臺中市政府勞工局,清境視障專業手技按摩-梅川店,04-22378668,臺中市北屯區梅川東路4段38號,https://spot.line.me/detail/758069829037987198,20260306
臺中市政府勞工局,祥安按摩-西屯店,04-27066499,臺中市西屯區西屯路2段272之2號,https://spot.line.me/detail/758069827641283950,20260306
臺中市政府勞工局,祥安按摩-漢口店,04-22993705,臺中市北區漢口路3段204號,https://spot.line.me/detail/758069829465806216,20260306
臺中市政府勞工局,祥安按摩-精誠店,04-23285595,臺中市西區精誠路114號,https://spot.line.me/detail/758069826815006036,20260306
臺中市政府勞工局,郭老師經絡推拿養生館,04-22490229,臺中市北屯區松竹北路102號,https://spot.line.me/detail/761273824862805125,20260306
臺中市政府勞工局,善古視障按摩,04-26655589,臺中市沙鹿區大新街5號,https://spot.line.me/detail/761273824812473476,20260306
臺中市政府勞工局,揚明視障按摩,04-24836998,臺中市大里區大里路72號,https://spot.line.me/detail/758069827205076318,20260306
臺中市政府勞工局,朝陽視障養生按摩小舖,04-24952719,臺中市大里區中興路1段57號,https://spot.line.me/detail/758069829881042320,20260306
臺中市政府勞工局,港都按摩站,0932-536793,臺中市梧棲區臺灣大道8段699號(童綜合醫院梧棲院區地下1樓),https://spot.line.me/detail/758069828698248567,20260306
臺中市政府勞工局,陽光視障按摩,04-24833871,臺中市大里區新南路156號,https://spot.line.me/detail/758069829415474566,20260306
臺中市政府勞工局,順基按摩棧,04-22858696,臺中市南區仁義街4之1號,https://spot.line.me/detail/758069826643039569,20260306
臺中市政府勞工局,新國泰按摩中心,04-25250436,臺中市豐原區仁愛街30號,https://spot.line.me/detail/758069827137967453,20260306
臺中市政府勞工局,瑞新按摩,0973-137712,臺中市北屯區松文街30號,https://spot.line.me/detail/758069826848560469,20260306
臺中市政府勞工局,農在運動徒手空間,0968-269931,臺中市西區均安街113號,https://spot.line.me/detail/1328471824509443386,20260306
臺中市政府勞工局,熊大養生按摩(沙鹿店),04-26620611,臺中市沙鹿區成功東街22號1樓,https://spot.line.me/detail/758069827490289003,20260306
臺中市政府勞工局,熊大養生按摩(清水店),04-26220610,臺中市清水區中山路151之2號,https://spot.line.me/detail/761273824753753219,20260306
臺中市政府勞工局,臺中啟明視障按摩便利站（興大農夫市集）,,臺中市南區興大路145號(中興大學惠蓀堂後方木走道),https://spot.line.me/detail/758069827205076322,20260306
臺中市政府勞工局,慶生元整復按摩之家,04-25209278,臺中市豐原區成功路214巷23號,https://spot.line.me/detail/758069828664694134,20260306
臺中市政府勞工局,慶祥視障經絡按摩,0931-555656,臺中市太平區中山路4段212巷12之9號,https://spot.line.me/detail/758069829423863175,20260306
臺中市政府勞工局,摩漾按摩,0981-809506,臺中市潭子區人和路231號,https://spot.line.me/detail/758069829365142916,20260306
臺中市政府勞工局,穎立康視障按摩,04-26578823,臺中市梧棲區文昌路201號,https://spot.line.me/detail/758069829864265102,20260306
臺中市政府勞工局,築光視障經絡養生棧,04-23590718,臺中市西屯區國際街23之1號,https://spot.line.me/detail/912389048511768963,20260306
臺中市政府勞工局,興安按摩館,04-22762230,臺中市太平區東平路483號,https://spot.line.me/detail/1180915255220378754,20260306
臺中市政府勞工局,豐原益康按摩中心,04-25230610,臺中市豐原區文賢街207號,https://spot.line.me/detail/758069827444151656,20260306
臺中市政府勞工局,藝鑫按摩,0922-182838,臺中市北屯區青島路4段23號,https://spot.line.me/detail/1180915255404928132,20260306
臺中市政府勞工局,鏡心按摩,04-22335880,臺中市北屯區進化北路42之1號,https://spot.line.me/detail/1102263106001706171,20260306
臺中市政府勞工局,鵬佳專業按摩,0926-641601,臺中市北屯區中清路2段292號,https://spot.line.me/detail/912388726305335681,20260306
臺中市政府勞工局,蘿姐養生按摩,0928-365669,臺中市清水區中山路409號,https://spot.line.me/detail/761273824921525383,20260306
